fname,telescope,filter,plate_scale,n_stars,median,mean,std,max,mad_sigma,iqr_p16_p84,flag_high_scatter,flag_very_soft,flag_few_stars,any_flag
CSP14aab_V_comb_dup.fits,dup,V,0.23,25,0.6884765806252565,0.814095571994629,0.29159581768437154,1.7949216784941469,0.05721300390771939,0.34490921306353717,False,False,False,False
CSP14aal_B_comb_dup.fits,dup,B,0.23,25,1.2044484550172525,1.22511594853029,0.10130114442381824,1.6969639229198927,0.027836455304606177,0.05355263702910373,False,False,False,False
CSP14aal_V_comb_dup.fits,dup,V,0.23,25,1.1143965054982854,1.1797949351092543,0.16929880935973715,1.7561925270904781,0.02459710107302751,0.11084002934787995,False,False,False,False
CSP14aaq_B_comb_dup.fits,dup,B,0.23,25,1.1116597889801265,1.1382444178379016,0.11184440335951823,1.461376964979586,0.041658293655865736,0.12033830572483395,False,False,False,False
CSP14aaq_V_comb_dup.fits,dup,V,0.23,25,1.057495276181538,1.1035829121328349,0.17807265510648676,1.7771471475869403,0.036751051205188914,0.08687663293911685,False,False,False,False
CSP14aar_B_comb_dup.fits,dup,B,0.23,25,1.6329432336147687,1.6455173675712897,0.06454101858834681,1.8312050758432323,0.016378277693476384,0.06285505901984578,False,False,False,False
CSP14aar_V_comb_dup.fits,dup,V,0.23,25,1.509123926926886,1.5352603401028135,0.1994478271487184,2.423298925046832,0.02031345406207142,0.03599966095831397,False,False,False,False
CSP14aar_V_comb_swo.fits,swo,V,0.43,25,1.8024668389727954,1.8461022703365177,0.15916163825544405,2.542590264680153,0.07781971212866091,0.1679400339536432,False,False,False,False
CSP14aaw_B_comb_dup.fits,dup,B,0.23,18,1.3233874665722687,1.407268480330845,0.26436846179011586,2.363297091936357,0.05419431859015038,0.28134528555659055,False,False,False,False
CSP14aaw_V_comb_dup.fits,dup,V,0.23,25,1.175420045956761,1.2455697995955672,0.24344368069131564,2.091447882432826,0.061710243817158464,0.12239211792428817,False,False,False,False
CSP14aaw_V_comb_swo.fits,swo,V,0.43,25,1.6794159967431235,1.7315071428851743,0.2506066850478825,2.864069839585189,0.060747344299468244,0.12619576255182174,False,False,False,False
CSP14aax_B_comb_dup.fits,dup,B,0.23,25,1.0037773600220186,1.0093805697277518,0.03677302300314697,1.0826026797862176,0.029161638059923736,0.06359346329366067,False,False,False,False
CSP14aax_V_comb_dup.fits,dup,V,0.23,25,0.898284962671173,0.9672102712332825,0.3123028820309503,2.448613848992176,0.03137229544643108,0.09094922493591129,False,False,False,False
CSP14aay_B_comb_dup.fits,dup,B,0.23,19,1.1969948437939912,1.3419589444537672,0.3718027465573026,2.5480219468455725,0.030599011749285903,0.1981911584148046,False,False,False,False
CSP14aay_V_comb_dup.fits,dup,V,0.23,21,1.2081755560539338,1.340150447552897,0.35692760716436356,2.514001227120161,0.03910723256057112,0.09197376456079898,False,False,False,False
CSP14aba_B_comb_dup.fits,dup,B,0.23,16,1.0341705046152787,1.0244861054709573,0.027975206866547513,1.0593674753197444,0.03227740536934528,0.05305195447228139,False,False,False,False
CSP14aba_V_comb_dup.fits,dup,V,0.23,23,0.8994849623445883,0.8966759243115429,0.13665244543608532,1.3757141563523831,0.04765810280518209,0.08307660563525665,False,False,False,False
CSP14abf_B_comb_dup.fits,dup,B,0.23,25,0.9485507646011352,0.9727074123060417,0.1323031235030684,1.5685796284779638,0.026970961205349156,0.051414997155288855,False,False,False,False
CSP14abf_V_comb_dup.fits,dup,V,0.23,25,0.9007688432671576,0.9127831666684777,0.07160414576093621,1.1755717164560497,0.037984644679567525,0.09172009136778858,False,False,False,False
CSP14abf_V_comb_swo.fits,swo,V,0.43,25,1.564481933697738,1.6847090750572633,0.3711386623211596,2.9767680829530923,0.09361675503931953,0.21200742309074916,False,False,False,False
CSP14abh_V_comb_dup.fits,dup,V,0.23,25,1.3302744157797728,1.435647224363137,0.2983513996233005,2.3392832350502433,0.04248530751136596,0.1230924945175571,False,False,False,False
CSP14abh_V_comb_swo.fits,swo,V,0.43,25,1.7645626483603938,1.7949442787218204,0.13891050048954806,2.3997266133786805,0.05724038357472109,0.12564052191757535,False,False,False,False
CSP14abl_B_comb_dup.fits,dup,B,0.23,16,1.5904343786843422,1.745736456049706,0.566254476617849,3.8541515807807634,0.06247869918040502,0.1183836958654787,False,False,False,False
CSP14abl_V_comb_dup.fits,dup,V,0.23,23,1.6274240607780548,1.7588681975357854,0.5910094286803768,4.44489930335337,0.053503882165387984,0.14469071575540182,False,False,False,False
CSP14abl_V_comb_swo.fits,swo,V,0.43,25,1.6502828465768866,1.6743632849721595,0.11041884042404566,2.1666802351450163,0.04698201783019687,0.08348754899716404,False,False,False,False
CSP14abn_V_comb_swo.fits,swo,V,0.43,25,1.5210388174100675,1.6243233625390554,0.2695534874823837,2.640345729090807,0.09511018874268043,0.24609985996561723,False,False,False,False
CSP14acl_V_comb_swo.fits,swo,V,0.159,23,1.5921364086808267,1.5990014420008716,0.04754752371397146,1.681513003927846,0.05587456635438683,0.1037962473412608,False,False,False,False
CSP14acm_B_comb_dup.fits,dup,B,0.23,22,1.4547921412950768,1.5144317292436886,0.2716026920749355,2.7209932342652725,0.044423979804055914,0.0821908257660322,False,False,False,False
CSP14acm_V_comb_dup.fits,dup,V,0.23,25,1.2862445603528418,1.2916703166821728,0.0434679051760404,1.3816827420031745,0.045094311660422264,0.09665729068945339,False,False,False,False
CSP14acp_B_comb_dup.fits,dup,B,0.23,25,1.2740994617802208,1.3158481112601979,0.23832727346406984,2.4495845670314838,0.03447978495914949,0.055193976754700724,False,False,False,False
CSP14acp_V_comb_dup.fits,dup,V,0.23,24,1.1966771015338709,1.2699244296173993,0.28685832359369,2.431918643070049,0.026311151646943826,0.043832504315717724,False,False,False,False
CSP14acp_V_comb_swo.fits,swo,V,0.43,25,2.1047501335595995,2.1863743572911924,0.46505870247022846,4.221277072045839,0.2493158546874395,0.3841965572629398,False,True,False,True
CSP14acy_B_comb_dup.fits,dup,B,0.23,25,1.1194514061492382,1.1237254094569633,0.03215539895978982,1.1843939287585465,0.027290709753225458,0.05056969991330451,False,False,False,False
CSP14acy_V_comb_dup.fits,dup,V,0.23,25,1.418317666562396,1.5970507496266513,0.6631372014630809,4.362151042408804,0.16895348553685882,0.6618995878463438,False,False,False,False
CSP14adc_B_comb_dup.fits,dup,B,0.23,24,1.5246170919332993,1.5516678126403518,0.12760126522504017,2.107862648517966,0.04817578545846349,0.09213366548554469,False,False,False,False
CSP14adc_V_comb_dup.fits,dup,V,0.23,25,1.2564293066484813,1.3332530603457207,0.2659824307374482,2.4255683121566265,0.04865816385961028,0.09230766138771429,False,False,False,False
CSP14ade_B_comb_dup.fits,dup,B,0.23,25,1.0693471225172175,1.0799249789736387,0.036306790844684515,1.1867335772785461,0.025016133646102386,0.06243043570775875,False,False,False,False
CSP14ade_V_comb_dup.fits,dup,V,0.23,25,1.0360539885752014,1.062068083882405,0.07707053293262824,1.3153948283987398,0.030327271125155326,0.07491302790364718,False,False,False,False
CSP14ade_V_comb_swo.fits,swo,V,0.43,25,1.6668190721105538,1.7086359372620834,0.19711541784749984,2.4332915912994775,0.11732430249710847,0.2141486731386868,False,False,False,False
CSP14adf_B_comb_dup.fits,dup,B,0.23,24,0.9570736864126299,1.1728187183552934,0.8712838765412139,5.178302230372254,0.04107194403141888,0.08483419077728116,False,False,False,False
CSP14adf_V_comb_dup.fits,dup,V,0.23,25,0.9619031227364949,0.9803214543883727,0.04884075463964623,1.1359555498289338,0.0298952558448179,0.0612869023961351,False,False,False,False
CSP15B_B_comb_dup.fits,dup,B,0.23,25,0.9562714282264768,1.016375217920801,0.22066912241280215,1.8961056318186396,0.05796606604789137,0.10224159532243127,False,False,False,False
CSP15B_V_comb_dup.fits,dup,V,0.23,25,0.9382149008075936,0.9917917089694881,0.19379889559899596,1.8512525348986733,0.0469054879546765,0.09328122544947104,False,False,False,False
CSP15B_V_comb_swo.fits,swo,V,0.43,25,1.486637787961598,1.581235950909395,0.319288194095582,2.849376522067651,0.06280034753673312,0.16948290247488584,False,False,False,False
CSP15aae_V_comb_swo.fits,swo,V,0.43,25,1.6626435430221735,1.7998438685047649,0.458940033238949,3.4582684496991285,0.04921298284757858,0.14880380809892713,False,False,False,False
CSP15aaj_B_comb_dup.fits,dup,B,0.23,25,1.1948803595840347,1.2685822623931704,0.2723705031583891,2.366697015157796,0.03817277290756887,0.0715292836541912,False,False,False,False
CSP15aaj_V_comb_dup.fits,dup,V,0.23,25,0.8822535608970277,1.0211884512307998,0.5416346826384092,3.555356435166843,0.05029427655787814,0.1331822653321535,False,False,False,False
CSP15aaj_V_comb_swo.fits,swo,V,0.43,25,1.5701582510582304,1.9349728559206114,0.7476273548623044,4.456925573435612,0.141314155521911,0.8959815692000186,False,False,False,False
CSP15aak_V_comb_swo.fits,swo,V,0.43,25,1.5807443969893789,1.7650082104887077,0.46176760811345763,3.2973582485135973,0.14344295492191908,0.5613990082474036,False,False,False,False
KISS13j_V_comb_swo.fits,swo,V,0.43,25,1.3252146230669963,1.4074896297170811,0.2699871242270809,2.2920154471075094,0.05218325919148758,0.08799217986588492,False,False,False,False
KISS13l_B_comb_dup.fits,dup,B,0.23,22,0.5042021835879869,0.9171682223820601,0.6804839660043919,2.4569807291835075,0.31665006760637837,1.0456651968353181,False,False,False,False
KISS13l_V_comb_dup.fits,dup,V,0.23,18,1.0415510347655204,1.1821157738391799,0.32145167775146816,2.00522849962305,0.05450620472560729,0.27293350273007433,False,False,False,False
KISS13l_V_comb_swo.fits,swo,V,0.43,24,1.4050954307807024,1.535525561387419,0.45688113972122524,2.701681917843421,0.12455861338679251,0.37515266246383927,False,False,False,False
KISS13v_B_comb_dup.fits,dup,B,0.23,18,1.6052382058908545,1.6168539823709245,0.07508330499290668,1.8740550591122327,0.05023656977804075,0.099303600610539,False,False,False,False
KISS13v_V_comb_dup.fits,dup,V,0.23,25,1.8851984101830215,1.95085493640827,0.2116122966088044,2.7802174508715827,0.05950486770003234,0.16477539485355863,False,False,False,False
KISS13v_V_comb_swo.fits,swo,V,0.43,24,1.4801029973863433,1.6875973451286577,0.5060054093289583,3.2979360976376544,0.0631392304635307,0.6835494585833775,False,False,False,False
KISS15m_B_comb_dup.fits,dup,B,0.23,14,1.684429418592812,1.9779130030096035,0.555084772862659,3.1747272584873003,0.07650082596087145,1.1399515329648746,False,False,False,False
KISS15m_V_comb_dup.fits,dup,V,0.23,18,1.5182423172444186,1.754249528178242,0.4531720630978507,2.719238228681378,0.04264272627122402,0.7484492158734222,False,False,False,False
KISS15m_V_comb_swo.fits,swo,V,0.43,25,1.9048494305235046,2.135893128603112,0.5399571727315587,3.4209238249827734,0.08022810157039924,0.776894460280318,False,False,False,False
KISS15n_V_comb_swo.fits,swo,V,0.159,25,1.6844220312891525,1.8027692087078853,0.31071060772810516,2.654140349290092,0.06508385666065904,0.20840694789715397,False,False,False,False
LSQ11bk_B_comb_dup.fits,dup,B,0.23,25,1.486188137405098,1.4806219119598407,0.019833035415207156,1.512252555985011,0.017287652251361724,0.03954055525600264,False,False,False,False
LSQ11bk_V_comb_dup.fits,dup,V,0.23,25,1.7044040493194228,1.7078581812547855,0.02087437464316537,1.7392114913162517,0.0185313387570583,0.03682921050894583,False,False,False,False
LSQ11bk_V_comb_swo.fits,swo,V,0.43,25,1.1528394596077265,1.1453527877376752,0.16238783907908763,1.7474250727294711,0.038972558246088224,0.08183538177838012,False,False,False,False
LSQ11ot_B_comb_dup.fits,dup,B,0.23,25,1.2536070409381834,1.2565573704954687,0.033411138022183304,1.374692339907287,0.03171480433079975,0.04963320290157003,False,False,False,False
LSQ11ot_V_comb_dup.fits,dup,V,0.23,25,1.1162925998194613,1.1542881158057927,0.08991925971646729,1.376799351071409,0.04141119000546796,0.1776030052145161,False,False,False,False
LSQ11pn_B_comb_dup.fits,dup,B,0.23,25,1.3971506754624676,1.4216997142034007,0.14896138314403787,1.9304272431654999,0.09736188588862504,0.21944759304914796,False,False,False,False
LSQ11pn_V_comb_dup.fits,dup,V,0.23,25,1.3516213185911607,1.3708742537654586,0.20787373457984595,2.290107800961159,0.01764552005526792,0.0428891878701716,False,False,False,False
LSQ12agq_B_comb_dup.fits,dup,B,0.23,25,0.7139719688096574,0.7506962440823838,0.1406782737465599,1.380495398169859,0.04327487707135814,0.0906764586332085,False,False,False,False
LSQ12agq_V_comb_dup.fits,dup,V,0.23,25,0.6750374892037354,0.7400034204099306,0.1688753683309189,1.242433577364035,0.05082555673728246,0.33303075268374815,False,False,False,False
LSQ12agq_V_comb_swo.fits,swo,V,0.43,21,1.3169219678155326,1.278524866059976,0.36578497099970075,2.569002935778741,0.09229857501943382,0.2589716272601572,False,False,False,False
LSQ12aor_B_comb_dup.fits,dup,B,0.23,25,0.6501989241289841,0.6837292788414063,0.12759308818530443,1.2218510161909852,0.034453853637337974,0.08130134557282065,False,False,False,False
LSQ12aor_V_comb_dup.fits,dup,V,0.23,25,0.6075850768311154,0.6255160937591937,0.0591742608534428,0.8539720952426518,0.022053350820434487,0.060567288012632226,False,False,False,False
LSQ12bld_B_comb_dup.fits,dup,B,0.23,25,1.153012254799294,1.1847405215178286,0.1636477282170391,1.892542190695664,0.06181760921736462,0.16276294597703078,False,False,False,False
LSQ12bld_V_comb_dup.fits,dup,V,0.23,25,1.0429565717371023,1.0964908744574642,0.18721696247997166,1.706726097597353,0.04167182524592768,0.10237812852454631,False,False,False,False
LSQ12bld_V_comb_swo.fits,swo,V,0.43,25,1.216785905029129,1.2978289564335848,0.267712690452798,2.4193501553743784,0.026937473710350674,0.0978098840258077,False,False,False,False
LSQ12blp_V_comb_swo.fits,swo,V,0.43,25,1.229541138696257,1.287292416389552,0.24966205483444462,2.4654046301108017,0.04107083508301709,0.07150688133129957,False,False,False,False
LSQ12btn_B_comb_dup.fits,dup,B,0.23,25,0.7173677454783814,0.7349726653219011,0.11879835491903522,1.2231850578828587,0.04125333992309287,0.08020730526055131,False,False,False,False
LSQ12btn_V_comb_dup.fits,dup,V,0.23,25,0.7097539318874536,0.7827409705251174,0.18046980970767101,1.4646954587760668,0.0663334265839761,0.21147185798014423,False,False,False,False
LSQ12btn_V_comb_swo.fits,swo,V,0.43,25,1.3991017078006964,1.4212676488181382,0.165054071166383,1.8102132926831054,0.17238620219143547,0.2724974407709526,False,False,False,False
LSQ12ca_B_comb_dup.fits,dup,B,0.23,25,1.0599053692694567,1.0470389072686987,0.0457797280888847,1.1562737044253029,0.04520650091116728,0.0840521021250944,False,False,False,False
LSQ12ca_V_comb_dup.fits,dup,V,0.23,25,0.9749183888503616,1.019105784563586,0.12899763851092602,1.3628564358427826,0.10025613947153302,0.1879171702737159,False,False,False,False
LSQ12ca_V_comb_swo.fits,swo,V,0.43,25,1.5799882044698692,1.625380178288615,0.19288601543741438,2.4497989599236933,0.06089744394590391,0.1047863846599546,False,False,False,False
LSQ12cda_B_comb_dup.fits,dup,B,0.23,21,1.1188753266567601,1.197152385318279,0.3902926258675778,2.887071776450191,0.037782826948137595,0.08379871901146685,False,False,False,False
LSQ12cda_V_comb_dup.fits,dup,V,0.23,25,1.0853129047870809,1.2406389096972048,0.37345083318063904,2.5978691952700195,0.04279121500891948,0.42815847252348926,False,False,False,False
LSQ12cda_V_comb_swo.fits,swo,V,0.43,25,1.2414517814431543,1.270997362954362,0.19563146573933204,2.1884537789160805,0.03900049076422774,0.06831533634324405,False,False,False,False
LSQ12cdl_B_comb_dup.fits,dup,B,0.23,25,0.8023945168113226,0.8267616909407962,0.0974759274579291,1.256667218438946,0.03555918081807533,0.08024857230380167,False,False,False,False
LSQ12cdl_V_comb_dup.fits,dup,V,0.23,25,0.8441021096817707,0.8506918224199349,0.06297345771910866,1.047555077617976,0.05686248781378011,0.10536792447051901,False,False,False,False
LSQ12cdl_V_comb_swo.fits,swo,V,0.43,25,1.5438854593006344,1.5471982120364884,0.13895587944190468,1.8603060439170265,0.09541386072240249,0.2563167778636226,False,False,False,False
LSQ12fuk_B_comb_dup.fits,dup,B,0.23,25,0.831560163743154,0.8831754051744894,0.15603991502768685,1.4792355672124529,0.02810402345114254,0.11572283175903031,False,False,False,False
LSQ12fuk_V_comb_dup.fits,dup,V,0.23,25,0.7273728993191746,1.0400402011437537,1.1720295965217762,6.62968911683122,0.026777523381964204,0.2732847365370037,False,False,False,False
LSQ12fvl_B_comb_dup.fits,dup,B,0.23,24,1.0751701070591775,1.1905008860554114,0.5300123523045501,2.827358674706196,0.43873878388105253,0.7584070721431739,False,False,False,False
LSQ12fvl_V_comb_dup.fits,dup,V,0.23,25,0.9574407006312643,1.1182389977307174,0.5120437837618886,2.78166844505074,0.29006736803419014,0.7215614300408497,False,False,False,False
LSQ12fxd_B_comb_dup.fits,dup,B,0.23,25,0.7828882369711913,0.8083376071266936,0.13424754763981128,1.411186672410436,0.03346105022995633,0.08370327096343311,False,False,False,False
LSQ12fxd_V_comb_dup.fits,dup,V,0.23,25,0.7059257065029221,0.8651114610894136,0.8007177969442117,4.698669880266436,0.029552717059692677,0.06121822211375161,False,False,False,False
LSQ12gdj_B_comb_dup.fits,dup,B,0.23,12,1.0748661845662943,1.1015322521074664,0.09798719581495875,1.3727793698902235,0.07154727148655121,0.11618910884245026,False,False,False,False
LSQ12gdj_V_comb_dup.fits,dup,V,0.23,25,1.0441348613173147,1.1212323220785834,0.21804463478304414,1.7381050106145448,0.054644916922180646,0.19346450768301093,False,False,False,False
LSQ12gef_B_comb_dup.fits,dup,B,0.23,12,0.9645115637501442,1.0954707841046376,0.46517587310013636,2.2677036193431857,0.10172420040275466,0.3816117689178703,False,False,False,False
LSQ12gef_V_comb_dup.fits,dup,V,0.23,24,0.8437399707173813,0.8758787288059796,0.2136349349746494,1.8491011940693312,0.044592002930574685,0.09780395757961158,False,False,False,False
LSQ12gln_B_comb_dup.fits,dup,B,0.23,25,0.7488619371841748,0.7662258802683882,0.07010913361033595,0.9918079975517421,0.016765190272778095,0.04988570066260689,False,False,False,False
LSQ12gln_V_comb_dup.fits,dup,V,0.23,25,0.7535598368635138,0.7875743310077031,0.11169369647658302,1.1289266376508718,0.0733272987129438,0.16514567374731048,False,False,False,False
LSQ12gpw_B_comb_dup.fits,dup,B,0.23,17,0.9467515030887287,1.1189440154944335,0.344769164776992,2.077338019427604,0.10190110037041944,0.6130767178499055,False,False,False,False
LSQ12gpw_V_comb_dup.fits,dup,V,0.23,23,0.8406153287629525,1.311500801825551,1.1088025528471714,5.837497120335976,0.10421651142957353,0.8996977233726955,False,False,False,False
LSQ12gxj_B_comb_dup.fits,dup,B,0.23,23,0.887676108592647,0.9290877625511758,0.15857974197926258,1.531451032357788,0.047508600162547786,0.07755366955619447,False,False,False,False
LSQ12gxj_V_comb_dup.fits,dup,V,0.23,25,0.7989239436867538,0.8432502738821224,0.1554613817512702,1.5452602001122833,0.042591512025235555,0.11149822166247092,False,False,False,False
LSQ12gyc_B_comb_dup.fits,dup,B,0.23,23,0.8312271155435267,0.8310128400557757,0.08876546009878249,1.0279972536938387,0.03607051776369653,0.06563467539717294,False,False,False,False
LSQ12gyc_V_comb_dup.fits,dup,V,0.23,22,0.8345055629166293,0.8923495914407016,0.2288452646387809,1.6968370366261305,0.06953222409574944,0.26896538147476445,False,False,False,False
LSQ12gyc_V_comb_swo.fits,swo,V,0.43,25,1.4599562806245827,1.5201607654215905,0.187918803960811,1.9921567137768832,0.13217053456426525,0.36728308115260266,False,False,False,False
LSQ12gzm_B_comb_dup.fits,dup,B,0.23,19,0.8349214182543953,0.8621508173619085,0.07939735699892206,1.1372613902954924,0.0248865002174686,0.09804781282456465,False,False,False,False
LSQ12gzm_V_comb_dup.fits,dup,V,0.23,25,0.8164085573368798,0.8533414196893943,0.1261435440729726,1.3702396801685688,0.016110978405328075,0.04639077255567059,False,False,False,False
LSQ12gzm_V_comb_swo.fits,swo,V,0.43,22,1.4061468781427116,1.451390687645221,0.27859223373419895,2.5259643195799435,0.13087327353583822,0.20305591790017274,False,False,False,False
LSQ12hjm_B_comb_dup.fits,dup,B,0.23,21,0.7684070156178828,0.8112529755340429,0.2778800334145019,1.5104612424177053,0.05676245116904998,0.2635610874946901,False,False,False,False
LSQ12hjm_V_comb_dup.fits,dup,V,0.23,24,0.7286480022565192,0.8679500267700786,0.2699720419147446,1.478937817384863,0.09774887662292836,0.48978266677161375,False,False,False,False
LSQ12hno_B_comb_dup.fits,dup,B,0.23,23,0.7888977724640475,0.8083010280737356,0.07390016352214845,1.054587245333171,0.026468374272178387,0.0526955931082459,False,False,False,False
LSQ12hno_V_comb_dup.fits,dup,V,0.23,25,0.7099501953435847,0.7678701533717935,0.15417916614758076,1.1986864939590607,0.014443754122766552,0.09888976026397212,False,False,False,False
LSQ12hnr_B_comb_dup.fits,dup,B,0.23,24,0.887416126011176,0.8904209503995605,0.10227672938457061,1.0660549172472569,0.033072723847676205,0.0721508139782866,False,False,False,False
LSQ12hnr_V_comb_dup.fits,dup,V,0.23,25,0.900244791600252,0.9826116287465219,0.2095397762742448,1.7789544879633856,0.026199850503342566,0.1572247658387086,False,False,False,False
LSQ12hnr_V_comb_swo.fits,swo,V,0.43,25,1.296441486387587,1.338080401309601,0.1515474302379204,1.7647572023396247,0.10540640699339218,0.22640791892831258,False,False,False,False
LSQ12hvj_B_comb_dup.fits,dup,B,0.23,25,0.9886232448111725,0.996650655583091,0.07123483551271088,1.2067911873359995,0.06282513853707435,0.10928330137066466,False,False,False,False
LSQ12hvj_V_comb_dup.fits,dup,V,0.23,25,0.8816435747227549,0.9212640395155938,0.1391043080706643,1.5089317863951617,0.027354374987541615,0.0751648907787883,False,False,False,False
LSQ12hvj_V_comb_swo.fits,swo,V,0.43,25,1.076081984020064,1.1857002461460844,0.2857687699821123,2.295327588045019,0.08784780460076574,0.2644676137690103,False,False,False,False
LSQ12hxx_B_comb_dup.fits,dup,B,0.23,25,1.3018478709319736,1.4537584684329286,0.48436182255371396,3.2774802343416067,0.1805862217262733,0.7741314593604987,False,False,False,False
LSQ12hxx_V_comb_dup.fits,dup,V,0.23,25,1.3715945515599037,1.5064131578635753,0.415717138787749,2.614407467229818,0.14403348596112306,0.7788047065137231,False,False,False,False
LSQ12hzj_B_comb_dup.fits,dup,B,0.23,24,1.1435956863702372,1.1407047213719272,0.06628342262023514,1.2562682908818006,0.09749659893680516,0.14226078322284308,False,False,False,False
LSQ12hzj_V_comb_dup.fits,dup,V,0.23,25,0.9904242968024859,1.0266500444283455,0.1444431782650353,1.5057695169745702,0.09747837757281702,0.2904059656393364,False,False,False,False
LSQ12hzj_V_comb_swo.fits,swo,V,0.43,25,1.32239738901241,1.4049530304962081,0.17033377503184965,1.8988610788509994,0.0634847578033518,0.3132663162665681,False,False,False,False
LSQ12hzs_B_comb_dup.fits,dup,B,0.23,24,1.092373415184936,1.1229954185763518,0.08894956214480414,1.3421421347500526,0.0950271537352644,0.15412342127026935,False,False,False,False
LSQ12hzs_V_comb_dup.fits,dup,V,0.23,25,1.0285996805686548,1.0346443287430407,0.12871537116567308,1.417312717343387,0.09190087273222469,0.17987181636506078,False,False,False,False
LSQ13abo_V_comb_swo.fits,swo,V,0.43,25,1.284442881155235,1.4192263766752242,0.24351077940023105,2.053272052673722,0.055387272474896374,0.45592344276580365,False,False,False,False
LSQ13aiz_V_comb_swo.fits,swo,V,0.43,25,1.331677911425177,1.368945576398167,0.10385408888386989,1.665161065870846,0.054123981691034176,0.14872145523607694,False,False,False,False
LSQ13cwp_B_comb_dup.fits,dup,B,0.23,25,0.9668107360623537,1.0548169457226213,0.3172597000890795,2.3065698540904376,0.046043874285111065,0.08001154412116329,False,False,False,False
LSQ13cwp_V_comb_dup.fits,dup,V,0.23,25,1.0581912266520375,1.1494742338826303,0.2987613342573357,2.3065775347023187,0.031386581938484925,0.12173332353995248,False,False,False,False
LSQ13dby_B_comb_dup.fits,dup,B,0.23,23,0.9604367342155734,0.9654935864562569,0.047458605129938686,1.0650457317893265,0.03071673915559796,0.10198930585361898,False,False,False,False
LSQ13dby_V_comb_dup.fits,dup,V,0.23,25,0.8532702679010855,0.8759832065370046,0.10748357184658916,1.3810022559097106,0.022317824986854876,0.042804783539752145,False,False,False,False
LSQ13dcy_V_comb_swo.fits,swo,V,0.43,25,1.4807167985813507,1.5572724471859467,0.2672934344424073,2.3855767705715016,0.0997075914418828,0.30348980345636156,False,False,False,False
LSQ13dhj_B_comb_dup.fits,dup,B,0.23,19,1.2484311208654117,1.2587624749488735,0.034601364535185176,1.344030340893087,0.028328974986938572,0.048931558379628814,False,False,False,False
LSQ13dhj_V_comb_dup.fits,dup,V,0.23,25,1.1638064226641043,1.193414021829165,0.13299172731975029,1.8086672978195781,0.039246285149080885,0.07784078284647244,False,False,False,False
LSQ13dhj_V_comb_swo.fits,swo,V,0.43,25,1.3041363104273935,1.53651072894338,0.49153057784898724,2.9815598064680513,0.07970923514652263,0.6072950363174805,False,False,False,False
LSQ13dkp_B_comb_dup.fits,dup,B,0.23,17,1.3008071305282285,1.452373232027701,0.3748239287360103,2.595473584870005,0.02542807702762304,0.33271652683222497,False,False,False,False
LSQ13dkp_V_comb_dup.fits,dup,V,0.23,25,1.0575625659276466,1.2570541206686174,0.3877085227084172,2.2665348112541333,0.021962226476204924,0.6970896884676152,False,False,False,False
LSQ13dpm_B_comb_dup.fits,dup,B,0.23,23,0.8825396170172245,0.8793561290612806,0.028449894597436236,0.945813419182491,0.028080096233938045,0.047676755116275005,False,False,False,False
LSQ13dpm_V_comb_dup.fits,dup,V,0.23,25,0.7368879520166881,0.7479322581285305,0.06788629499332903,1.0579095062654489,0.01411658983461846,0.027105067847028708,False,False,False,False
LSQ13dpm_V_comb_swo.fits,swo,V,0.43,25,1.289894231391106,1.3706593892536976,0.27553731440221646,2.5408934316844367,0.0787793096659867,0.16737527491209647,False,False,False,False
LSQ13dqh_B_comb_dup.fits,dup,B,0.23,23,1.3360187492219582,1.3315343076379618,0.023006770156988727,1.3731073574628943,0.024617328097833815,0.044849636850797125,False,False,False,False
LSQ13dqh_V_comb_dup.fits,dup,V,0.23,25,1.3508986878731697,1.378250287305644,0.14682074140667586,2.070821192782248,0.018333885329282096,0.028272010300827155,False,False,False,False
LSQ13dsm_B_comb_dup.fits,dup,B,0.23,18,1.0730264141578507,1.1285786718796609,0.2211726241509134,1.751654441692395,0.02808932194679335,0.06857899307541282,False,False,False,False
LSQ13dsm_V_comb_dup.fits,dup,V,0.23,24,1.1150163379406213,1.1938174397715982,0.20830491378984248,1.7723080492642822,0.03090268867019507,0.08259611031546665,False,False,False,False
LSQ13pf_V_comb_swo.fits,swo,V,0.43,25,1.2583590726287244,1.2643571789392447,0.06418057782339495,1.5028604909842787,0.03669355679348131,0.087729590980278,False,False,False,False
LSQ13ry_V_comb_swo.fits,swo,V,0.43,25,1.3398451543685852,1.3781708292786141,0.22025674388052655,2.3438080291178043,0.03994748094009442,0.08418172182274009,False,False,False,False
LSQ13vy_V_comb_swo.fits,swo,V,0.43,25,1.3137357055638308,1.4231783856512497,0.30477671556040625,2.6115116776715115,0.06248371866954404,0.2789431067494528,False,False,False,False
LSQ14act_B_comb_dup.fits,dup,B,0.23,25,0.9168290861165975,0.9329672299112491,0.051038168904227785,1.0749028177314528,0.03879320166796253,0.08599486666036227,False,False,False,False
LSQ14act_V_comb_dup.fits,dup,V,0.23,24,0.8869718797697582,0.9305538023009378,0.10705539919609075,1.1650060179235509,0.08248673013183867,0.210929169035872,False,False,False,False
LSQ14age_B_comb_dup.fits,dup,B,0.23,25,0.863466744753035,0.8598114479051516,0.03502636280472222,0.9256940538555309,0.034647062164974145,0.06402970014434428,False,False,False,False
